,character,text,scene,movie
2339,SAM,"No. No you’re not all right, you’re exhausted. It’s that Gollum. It’s this place. It’s that thing around your neck.  I could help a bit. I could carry it for a while , carry it for a while  I could carry it… I could carry it… Share the load… share the load… share the load ",Scene 27 ~ The Parting of Sam and Frodo,The Return of the King
2340,FRODO,Get away!,Scene 27 ~ The Parting of Sam and Frodo,The Return of the King
2341,SAM,I don’t want to keep it.  I just want to help.,Scene 27 ~ The Parting of Sam and Frodo,The Return of the King
2342,GOLLUM,See? See? He wants it for himself. ,Scene 27 ~ The Parting of Sam and Frodo,The Return of the King
2343,SAM,Shut up you!  Go away! Get out of here!,Scene 27 ~ The Parting of Sam and Frodo,The Return of the King
2344,FRODO,No Sam! It’s you!  I’m sorry Sam. ,Scene 27 ~ The Parting of Sam and Frodo,The Return of the King
2345,SAM, But he’s a liar! He’s poisoned you against me.,Scene 27 ~ The Parting of Sam and Frodo,The Return of the King
2346,FRODO,You can’t help me any more.,Scene 27 ~ The Parting of Sam and Frodo,The Return of the King
2347,SAM,You don’t mean that.,Scene 27 ~ The Parting of Sam and Frodo,The Return of the King
2348,FRODO,Go home.,Scene 27 ~ The Parting of Sam and Frodo,The Return of the King
2349,GANDALF, Faramir! Faramir!  Your father’s will has turned to madness. Do not throw away your life so rashly.,Scene 28 ~ The Sacrifice of Faramir,The Return of the King
2350,FARAMIR,"Where does my allegiance lie if not here? This is the city of the men of Númenor. I will gladly give my life to defend her beauty, her memory, her wisdom.",Scene 28 ~ The Sacrifice of Faramir,The Return of the King
2351,GANDALF,Your father loves you Faramir.  He will remember it before the end.,Scene 28 ~ The Sacrifice of Faramir,The Return of the King
2352,DENETHOR,Can you sing Master Hobbit?,Scene 28 ~ The Sacrifice of Faramir,The Return of the King
2353,PIPPIN," well, yes. At least well enough for my own people. But we have no songs for great halls and evil times.",Scene 28 ~ The Sacrifice of Faramir,The Return of the King
2354,DENETHOR,"And why should your songs be unfit for my halls? Come, sing me a song. ",Scene 28 ~ The Sacrifice of Faramir,The Return of the King
2355,PIPPIN,"Home is behind, The world ahead,  And there are many paths to tread, Through shadow, to the edge of night  Until the stars are all alight.  Mist and shadow cloud and shade, All shall fade, All shall  …fade. ",Scene 28 ~ The Sacrifice of Faramir,The Return of the King
2356,ORCS,"March, march! March, march march!",Scene 28 ~ The Sacrifice of Faramir,The Return of the King
2357,SOLDIER,"Make way for the King! Make way, the King is here","Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2358,SOLDIER,My lord! ,"Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2359,SOLDIER,Hail to you sire!,"Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2360,THEODEN,"Grimbold, how many?","Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2361,GRIMBOLD,I bring 500 men from the Westfold my lord.,"Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2362,SOLDIER,"We have 300 more from Fenmarch, Theoden King.","Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2363,THEODEN,Where are the riders from Snowbourn?,"Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2364,SOLDIER,None have come my lord.,"Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2365,THEODEN,"Six thousand spears, less than half of what I had hoped for.","Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2366,ARAGORN,Six thousand will not be enough to break the lines of Mordor.,"Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2367,THEODEN, More will come ,"Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2368,ARAGORN,Every hour lost hastens Gondor’s defeat.  We have until dawn then we must ride.,"Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2369,LEGOLAS,The horses are restless and the men are quiet.,"Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2370,EOMER,They grow nervous in the shadow of the mountain.,"Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2371,GIMLI,That road there where does that lead?,"Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2372,LEGOLAS,"It is the road to the Dimholt, the door under the mountain.","Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2373,EOMER,None who venture there ever return. That mountain is evil.,"Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2374,GIMLI,Aragorn!  Let’s find some food. ,"Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2375,EOWYN,There. A true esquire of Rohan.,"Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2376,MERRY,I’m ready!  Sorry. It isn’t all that dangerous. It’s not even sharp. ,"Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2377,EOWYN,Well that’s no good. You wont kill many Orcs with a blunt blade. Come on.,"Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2378,EOWYN,"To the smithy, go! ","Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2379,EOMER, You should not encourage him.,"Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2380,EOWYN,You should not doubt him.,"Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2381,EOMER,"I do not doubt his heart, only the reach of his arm. ","Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2382,EOWYN,Why should Merry be left behind? He has as much cause to go to war as you. Why can he not fight for those he loves? ,"Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2383,EOMER,You know as little of war as that Hobbit. When the fear takes him  and the blood and the screams and the horror of battle take hold. Do you think he would stand and fight? He would flee. And he would be right to do so.  War is the province of men Eowyn. ,"Scene 29 ~ Marshalling at Dunharrow


The scene changes again to show the mustering of the Rohirrim.  Aragorn and Theoden ride ahead of the army into camp..",The Return of the King
2384,SOLDIER,Sir? King Theoden awaits you my lord. ,Scene 30 ~ Andúril - Flame of the West,The Return of the King
2385,THEODEN,I take my leave.,Scene 30 ~ Andúril - Flame of the West,The Return of the King
2386,ARAGORN, My lord Elrond,Scene 30 ~ Andúril - Flame of the West,The Return of the King
2387,ELROND,I come on behalf of one whom I love. Arwen is dying. She will not long survive the evil that now spreads from Mordor. The light of the evenstar is failing. As Sauron’s power grows her strength wanes. Arwen’s life is now tied to the fate of the Ring. The Shadow is upon us Aragorn. The end has come.,Scene 30 ~ Andúril - Flame of the West,The Return of the King
2388,ARAGORN,"It will not be our end, but his.",Scene 30 ~ Andúril - Flame of the West,The Return of the King
2389,ELROND," You ride to war but not to victory. Sauron’s armies ride on Minas Tirith, this you know. But in secret he sends another force, which will attack, from the river.  A fleet of Corsair ships sails from the South. They will be in the city in two days. You’re outnumbered Aragorn. You need more men.",Scene 30 ~ Andúril - Flame of the West,The Return of the King
2390,ARAGORN,There are none.,Scene 30 ~ Andúril - Flame of the West,The Return of the King
2391,ELROND,There are those that dwell in the mountain.,Scene 30 ~ Andúril - Flame of the West,The Return of the King
2392,ARAGORN,"Murderers, traitors. You would call upon them to fight? They believe in nothing. They answer to no one",Scene 30 ~ Andúril - Flame of the West,The Return of the King
2393,ELROND,"They will answer to the King of Gondor.  Andúril, the Flame of the West, forged from the shards of Narsil.",Scene 30 ~ Andúril - Flame of the West,The Return of the King
2394,ARAGORN,Sauron will not have forgotten the sword of Elendil.,Scene 30 ~ Andúril - Flame of the West,The Return of the King
2395,ARAGORN,The blade that was broken shall return to Minas Tirith.,Scene 30 ~ Andúril - Flame of the West,The Return of the King
2396,ELROND,The man who can wield the power of this sword can summon to him an army more deadly than any that walks this earth. Put aside the Ranger. Become who you were born to be Ónen i-Estel Edain. ,Scene 30 ~ Andúril - Flame of the West,The Return of the King
2397,ARAGORN,Ú-chebin Estel anim. ,Scene 30 ~ Andúril - Flame of the West,The Return of the King
2398,EOWYN,Why are you doing this? The war lies to the East. You cannot leave on the eve of battle. You cannot abandon the men.,Scene 31 ~ Aragorn Takes the Paths of the Dead,The Return of the King
2399,ARAGORN,Eowyn…,Scene 31 ~ Aragorn Takes the Paths of the Dead,The Return of the King
2400,EOWYN,We need you here.,Scene 31 ~ Aragorn Takes the Paths of the Dead,The Return of the King
2401,ARAGORN,Why have you come?,Scene 31 ~ Aragorn Takes the Paths of the Dead,The Return of the King
2402,EOWYN,Do you not know?,Scene 31 ~ Aragorn Takes the Paths of the Dead,The Return of the King
2403,ARAGORN,It is but a shadow and a thought that you love. I cannot give you what you seek.,Scene 31 ~ Aragorn Takes the Paths of the Dead,The Return of the King
2404,ARAGORN,I have wished you joy since first I saw you.,Scene 31 ~ Aragorn Takes the Paths of the Dead,The Return of the King
2405,GIMLI, Just where do you think you’re off to?,Scene 31 ~ Aragorn Takes the Paths of the Dead,The Return of the King
2406,ARAGORN,Not this time. This time you must stay Gimli.,Scene 31 ~ Aragorn Takes the Paths of the Dead,The Return of the King
2407,GIMLI,Hmmmm,Scene 31 ~ Aragorn Takes the Paths of the Dead,The Return of the King
2408,LEGOLAS, Have you learnt nothing of the stubbornness of dwarves?,Scene 31 ~ Aragorn Takes the Paths of the Dead,The Return of the King
2409,GIMLI,You might as well accept it. We’re going with you laddie. Aragorn smiles.,Scene 31 ~ Aragorn Takes the Paths of the Dead,The Return of the King
2410,SOLDIER,"What’s happening, where is he going? I don’t understand.  Lord Aragorn! Why does he leave on the eve of battle?",Scene 31 ~ Aragorn Takes the Paths of the Dead,The Return of the King
2411,GAMLING,He leaves because there is no hope.,Scene 31 ~ Aragorn Takes the Paths of the Dead,The Return of the King
2412,THEODEN,He leaves because he must.,Scene 31 ~ Aragorn Takes the Paths of the Dead,The Return of the King
2413,GAMLING,To few have come. We cannot defeat the armies of Mordor.,Scene 31 ~ Aragorn Takes the Paths of the Dead,The Return of the King
2414,THEODEN,"No, we cannot. But we will meet them in battle nonetheless. ",Scene 31 ~ Aragorn Takes the Paths of the Dead,The Return of the King
2415,THEODEN,"I have left instruction.  The people are to follow your rule in my stead.  Take up my seat in the Golden Hall. Long may you defend Edoras, if the battle goes ill.","Scene 32 ~ ""No More Despair""",The Return of the King
2416,EOWYN,What other duty would you have me do my lord?,"Scene 32 ~ ""No More Despair""",The Return of the King
2417,THEODEN,"Duty?  no.  I would have you smile again, not grieve for those whose time has come. You shall live to see these days renewed  … and no more despair","Scene 32 ~ ""No More Despair""",The Return of the King
2418,GIMLI,What kind of army would linger in such a place?,"Scene 33 ~ Dwimorberg - The Haunted Mountain


The scene changes to show some riders moving through a barren canyon.",The Return of the King
2419,LEGOLAS,"One that is cursed. Long ago the men of the mountains swore an oath to the last King of Gondor  to come to his aid, to fight. But when the time came, when Gondor’s need was dire, they fled vanishing into the darkness of the mountain. And so Isildur cursed them, never to rest until they had fulfilled their pledge. Who shall call them from the grey twilight, the forgotten people? The heir of him to whom the oath they swore. From the North shall he come, need shall drive him. He shall pass the door to the Paths of the Dead.","Scene 33 ~ Dwimorberg - The Haunted Mountain


The scene changes to show some riders moving through a barren canyon.",The Return of the King
2420,GIMLI,The very warmth of my blood seems stolen away.,"Scene 33 ~ Dwimorberg - The Haunted Mountain


The scene changes to show some riders moving through a barren canyon.",The Return of the King
2421,LEGOLAS,The way is shut. It was made by those who are dead  and the dead keep it. The way is shut.,"Scene 33 ~ Dwimorberg - The Haunted Mountain


The scene changes to show some riders moving through a barren canyon.",The Return of the King
2422,ARAGORN,Brego! ,"Scene 33 ~ Dwimorberg - The Haunted Mountain


The scene changes to show some riders moving through a barren canyon.",The Return of the King
2423,ARAGORN,I do not fear death! ,"Scene 33 ~ Dwimorberg - The Haunted Mountain


The scene changes to show some riders moving through a barren canyon.",The Return of the King
2424,GIMLI,"Well this is a thing unheard of. An elf will go underground, where a dwarf dare not. Oh. Oh, I’d never hear the end of it. ","Scene 33 ~ Dwimorberg - The Haunted Mountain


The scene changes to show some riders moving through a barren canyon.",The Return of the King
2425,THEODEN,We must ride light and swift. It is a long road ahead and man and beast must reach the end with the strength to fight.,Scene 34 ~ The Muster of Rohan,The Return of the King
2426,THEODEN,Little Hobbits do not belong in war Master Meriadoc.,Scene 34 ~ The Muster of Rohan,The Return of the King
2427,MERRY,All my friends have gone to battle. I would be ashamed to be left behind.,Scene 34 ~ The Muster of Rohan,The Return of the King
2428,THEODEN,It is a three-day gallop to Minas Tirith and none of my riders can bear you as a burdon.,Scene 34 ~ The Muster of Rohan,The Return of the King
2429,MERRY, I want to fight!,Scene 34 ~ The Muster of Rohan,The Return of the King
2430,THEODEN,I will say no more.,Scene 34 ~ The Muster of Rohan,The Return of the King
2431,EOWYN,Ride with me!,Scene 34 ~ The Muster of Rohan,The Return of the King
2432,MERRY,My lady! ,Scene 34 ~ The Muster of Rohan,The Return of the King
2433,EOMER,"Form up, move out! Form up, move out!",Scene 34 ~ The Muster of Rohan,The Return of the King
2434,THEODEN,Ride! Ride now to Gondor.,Scene 34 ~ The Muster of Rohan,The Return of the King
2435,GIMLI,What is it? What do you see?,Scene 35 ~ The Paths of the Dead,The Return of the King
2436,LEGOLAS,I see shapes of men and of horses.,Scene 35 ~ The Paths of the Dead,The Return of the King
2437,GIMLI,Where? ,Scene 35 ~ The Paths of the Dead,The Return of the King
2438,LEGOLAS,Pale banners like shreds of cloud.  Spears rise like winter thickets through a shroud of mist. The dead are following. They have been summoned.,Scene 35 ~ The Paths of the Dead,The Return of the King
2439,GIMLI, The dead? Summoned? I knew that! Huh. Huh.  Very good. Very good.  Legolas! ,Scene 35 ~ The Paths of the Dead,The Return of the King
2440,ARAGORN,Do not look down.,Scene 35 ~ The Paths of the Dead,The Return of the King
2441,KING OF THE DEAD,Who enters my domain?,Scene 35 ~ The Paths of the Dead,The Return of the King
2442,ARAGORN,One who will have your allegiance.,Scene 35 ~ The Paths of the Dead,The Return of the King
2443,KING OF THE DEAD,The dead do not suffer the living to pass.,Scene 35 ~ The Paths of the Dead,The Return of the King
2444,ARAGORN,You will suffer me!,Scene 35 ~ The Paths of the Dead,The Return of the King
2445,KING OF THE DEAD,The way is shut! It was made by those who are dead. And the dead keep it.  The way is shut! Now you must die!,Scene 35 ~ The Paths of the Dead,The Return of the King
2446,ARAGORN, I summon you to fulfil your oath!,Scene 35 ~ The Paths of the Dead,The Return of the King
2447,KING OF THE DEAD,None but the King of Gondor may command me!,Scene 35 ~ The Paths of the Dead,The Return of the King
2448,KING OF THE DEAD,That blade was broken!,Scene 35 ~ The Paths of the Dead,The Return of the King
2449,ARAGORN,It has been remade.  Fight for us and regain your honour. What say you?  What say you?,Scene 35 ~ The Paths of the Dead,The Return of the King
2450,GIMLI,Ach! You waste your time Aragorn. They had no honour in life and they have none now in death.,Scene 35 ~ The Paths of the Dead,The Return of the King
2451,ARAGORN,I am Isildur’s heir. Fight for me and I will hold your oaths fulfilled.  What say you?,Scene 35 ~ The Paths of the Dead,The Return of the King
2452,ARAGORN,You have my word! Fight and I will release you from this living death!  What say you?,Scene 35 ~ The Paths of the Dead,The Return of the King
2453,GIMLI,Stand you traitors!,Scene 35 ~ The Paths of the Dead,The Return of the King
2454,ARAGORN,Out!,Scene 35 ~ The Paths of the Dead,The Return of the King
2455,ARAGORN,Legolas! Run!,Scene 35 ~ The Paths of the Dead,The Return of the King
2456,KING OF THE DEAD,We fight!,Scene 35 ~ The Paths of the Dead,The Return of the King
2457,SOLDIER,"Open the gate, quick!",Scene 36 ~ The Siege of Gondor,The Return of the King
2458,IROLAS,Quick! Hurry!,Scene 36 ~ The Siege of Gondor,The Return of the King
2459,DENETHOR,Faramir! Say not that he has fallen.,Scene 36 ~ The Siege of Gondor,The Return of the King
2460,IROLAS,They were outnumbered! None survived.,Scene 36 ~ The Siege of Gondor,The Return of the King
2461,GOTHMOG,Fear. The city is rank with it! Ha ha ha ha. Let us ease their pain. Release the prisoners!,Scene 36 ~ The Siege of Gondor,The Return of the King
2462,ORC,Catapults!  ha ha ha. ,Scene 36 ~ The Siege of Gondor,The Return of the King
2463,DENETHOR,My sons are spent!  My line has ended! ,Scene 36 ~ The Siege of Gondor,The Return of the King
2464,PIPPIN,He’s alive!,Scene 36 ~ The Siege of Gondor,The Return of the King
2465,DENETHOR, The house of Stewards has failed.,Scene 36 ~ The Siege of Gondor,The Return of the King
2466,PIPPIN,He needs medicine my lord!,Scene 36 ~ The Siege of Gondor,The Return of the King
2467,DENETHOR,My line has ended!,Scene 36 ~ The Siege of Gondor,The Return of the King
2468,PIPPIN,My lord!,Scene 36 ~ The Siege of Gondor,The Return of the King
2469,DENETHOR,Rohan has deserted us!,Scene 36 ~ The Siege of Gondor,The Return of the King
2470,DENETHOR,Theoden’s betrayed me! ABANDON YOUR POSTS!  FLEE! FLEE FOR YOUR LIVES! ,Scene 36 ~ The Siege of Gondor,The Return of the King
2471,GANDALF,Prepare for battle. Hurry men! To the wall! Defend the wall! Over here! Return to your posts.,Scene 36 ~ The Siege of Gondor,The Return of the King
2472,GANDALF,Send these foul beasts into the Abyss.,Scene 36 ~ The Siege of Gondor,The Return of the King
2473,GOTHMOG,Stay where you are!,Scene 36 ~ The Siege of Gondor,The Return of the King
2474,SOLDIER,We need more rubble!,Scene 36 ~ The Siege of Gondor,The Return of the King
2475,SOLDIER,Watch out! ,Scene 36 ~ The Siege of Gondor,The Return of the King
2476,SOLDIER,Down to the lower levels quick!,Scene 36 ~ The Siege of Gondor,The Return of the King
2477,SOLDIER,Double up men!,Scene 36 ~ The Siege of Gondor,The Return of the King
2478,GANDALF,"Hold them back, do not give in to fear. Stand to your posts. Fight!",Scene 36 ~ The Siege of Gondor,The Return of the King
2479,GANDALF,"Not at the towers! Aim for the trolls, kill the trolls!",Scene 36 ~ The Siege of Gondor,The Return of the King
2480,GANDALF,Bring them down!,Scene 36 ~ The Siege of Gondor,The Return of the King
2481,GANDALF,Fight them back!  Peregrin Took! Go back to the Citadel.,Scene 36 ~ The Siege of Gondor,The Return of the King
2482,PIPPIN,They called us out to fight. ,Scene 36 ~ The Siege of Gondor,The Return of the King
2483,GANDALF,This is no place for a Hobbit!,Scene 36 ~ The Siege of Gondor,The Return of the King
2484,GANDALF,Guard of the Citadel indeed!  Now back up the hill quickly. Quick!,Scene 36 ~ The Siege of Gondor,The Return of the King
2485,GOTHMOG,What are you doing you useless scum?,Scene 36 ~ The Siege of Gondor,The Return of the King
2486,ORC,The door wont give. It’s too strong.,Scene 36 ~ The Siege of Gondor,The Return of the King
2487,GOTHMOG,Get back there and smash it down!,Scene 36 ~ The Siege of Gondor,The Return of the King
2488,ORC,But nothing can breach it!,Scene 36 ~ The Siege of Gondor,The Return of the King
2489,GOTHMOG,Grond will breach it!  Bring out the wolf’s head.,Scene 36 ~ The Siege of Gondor,The Return of the King
2490,ORCS," Grond, Grond, Grond, Grond, Grond!",Scene 36 ~ The Siege of Gondor,The Return of the King
2491,ORCS,"Grond, Grond, Grond, Grond!",Scene 36 ~ The Siege of Gondor,The Return of the King
2492,ARAGORN,You may go no further.,"Scene 37 ~ The Corsairs of Umbar


Ships are sailing up the river. You can see the mercenaries on them. Aragorn, Legolas and Gimli await the ships on the shore.",The Return of the King
2493,ARAGORN,You will not enter Gondor,"Scene 37 ~ The Corsairs of Umbar


Ships are sailing up the river. You can see the mercenaries on them. Aragorn, Legolas and Gimli await the ships on the shore.",The Return of the King
2494,BOSON,Who are you to deny us passage?,"Scene 37 ~ The Corsairs of Umbar


Ships are sailing up the river. You can see the mercenaries on them. Aragorn, Legolas and Gimli await the ships on the shore.",The Return of the King
2495,ARAGORN,"Legolas, fire a warning shot past the boson’s ear.","Scene 37 ~ The Corsairs of Umbar


Ships are sailing up the river. You can see the mercenaries on them. Aragorn, Legolas and Gimli await the ships on the shore.",The Return of the King
2496,GIMLI,Mind your aim.,"Scene 37 ~ The Corsairs of Umbar


Ships are sailing up the river. You can see the mercenaries on them. Aragorn, Legolas and Gimli await the ships on the shore.",The Return of the King
2497,GIMLI,"Oh!  That’s it, right, we warned you! Prepare to be boarded!","Scene 37 ~ The Corsairs of Umbar


Ships are sailing up the river. You can see the mercenaries on them. Aragorn, Legolas and Gimli await the ships on the shore.",The Return of the King
2498,MERCENARY,"Boarded, by you and whose army?","Scene 37 ~ The Corsairs of Umbar


Ships are sailing up the river. You can see the mercenaries on them. Aragorn, Legolas and Gimli await the ships on the shore.",The Return of the King
2499,ARAGORN,This army.,"Scene 37 ~ The Corsairs of Umbar


Ships are sailing up the river. You can see the mercenaries on them. Aragorn, Legolas and Gimli await the ships on the shore.",The Return of the King
2500,GOLLUM,In there.,Scene 38 ~ Shelob's Lair,The Return of the King
2501,FRODO, What is this place?,Scene 38 ~ Shelob's Lair,The Return of the King
2502,GOLLUM,Master must go inside the tunnel.,Scene 38 ~ Shelob's Lair,The Return of the King
2503,FRODO,Now that I’m here I don’t think I want to. ,Scene 38 ~ Shelob's Lair,The Return of the King
2504,GOLLUM,It’s the only way. Go in… or go back.,Scene 38 ~ Shelob's Lair,The Return of the King
2505,FRODO,I can’t go back. ,Scene 38 ~ Shelob's Lair,The Return of the King
2506,FRODO,What’s that smell.,Scene 38 ~ Shelob's Lair,The Return of the King
2507,GOLLUM,Orcses’ filth. Orcses come in here sometimes.,Scene 38 ~ Shelob's Lair,The Return of the King
2508,GOLLUM,Hurry! This way.,Scene 38 ~ Shelob's Lair,The Return of the King
2509,FRODO,Smeagol? ,Scene 38 ~ Shelob's Lair,The Return of the King
2510,GOLLUM,Over here.,Scene 38 ~ Shelob's Lair,The Return of the King
2511,FRODO,"Ah aah! Its sticky, what is it?",Scene 38 ~ Shelob's Lair,The Return of the King
2512,GOLLUM," You’ll see. Oh yes, you will see.",Scene 38 ~ Shelob's Lair,The Return of the King
2513,FRODO,Smeagol?  SMEAGOL! SMEAGOL!,Scene 38 ~ Shelob's Lair,The Return of the King
2514,FRODO,Sam. ,Scene 38 ~ Shelob's Lair,The Return of the King
2515,SAM,Ow! ,Scene 38 ~ Shelob's Lair,The Return of the King
2516,GALADRIEL VOICEOVER,"And you Frodo Baggins, I give you the light of Eärendil, our most beloved star.  May it be a light for you in dark places, when all other lights go out.",Scene 38 ~ Shelob's Lair,The Return of the King
2517,FRODO,Aiya Eärendil Elenion Ancalimë ,Scene 38 ~ Shelob's Lair,The Return of the King
2518,GOLLUM,Naughty little fly. Why does he cry?  Caught in a web. Soon you’ll be eaten.,Scene 38 ~ Shelob's Lair,The Return of the King
2519,GOLLUM,Got away did it precious? Not this time. Not this time. ,Scene 38 ~ Shelob's Lair,The Return of the King
2520,FRODO,NO! ,Scene 38 ~ Shelob's Lair,The Return of the King
2521,SMEAGOL,It wasn’t us. It wasn’t us.  Smeagol wouldn’t hurt master. We promised. You must believe us. It was the precious. The precious made us do it.,Scene 38 ~ Shelob's Lair,The Return of the King
2522,FRODO,I have to destroy it Smeagol.  I have to destroy it for both our sakes.,Scene 38 ~ Shelob's Lair,The Return of the King
2523,GOLLUM,NO!  Aaaaaaaaa.,Scene 38 ~ Shelob's Lair,The Return of the King
2524,FRODO,I’m so sorry Sam.  I’m so sorry.,Scene 38 ~ Shelob's Lair,The Return of the King
2525,GALADRIEL,"This task was appointed to you, Frodo of the Shire. If you do not find a way, no one will.",Scene 38 ~ Shelob's Lair,The Return of the King
2526,EOMER,"The scouts report Minas Tirith is surrounded. The lower level’s in flames. Everywhere, legions of the enemy advance.",Scene 39 ~ Merry's Simple Courage,The Return of the King
2527,THEODEN,Time is against us. Make ready!,Scene 39 ~ Merry's Simple Courage,The Return of the King
2528,EOWYN,Take heart Merry.  It will soon be over,Scene 39 ~ Merry's Simple Courage,The Return of the King
2529,MERRY,"My lady. You are fair and brave and have much to live for  and many who love you. I know it is too late to turn aside. I know there is not much point now in hoping. If I were a knight of Rohan capable of great deeds…but I’m not. I’m a Hobbit. And I know I can’t save Middle Earth. I just want to help my friends; Frodo, Sam, Pippin. More than anything I wish I could see them again. ",Scene 39 ~ Merry's Simple Courage,The Return of the King
2530,EOMER,Prepare to move out!,Scene 39 ~ Merry's Simple Courage,The Return of the King
2531,THEODEN,Make haste. We ride through the night.,Scene 39 ~ Merry's Simple Courage,The Return of the King
2532,EOWYN,To battle,Scene 39 ~ Merry's Simple Courage,The Return of the King
2533,MERRY,To battle,Scene 39 ~ Merry's Simple Courage,The Return of the King
2534,GANDALF,Back to the gate! Hurry!,Scene 40 ~ Grond - The Hammer of the Underworld,The Return of the King
2535,DENETHOR,"I am steward of the house of Anárion. Thus have I walked, and thus now I will sleep.","Scene 41 ~ The Tomb of the Stewards


 Pippin looks from the high parapet over the flaming city. He turns back to see Theoden leading a procession holding a flaming brand. Faramir is being borne on a stretcher.",The Return of the King
2536,DENETHOR,Gondor is lost. There is no hope for men.  Why do the fools fly? Better to die sooner than late. For die we must.,"Scene 41 ~ The Tomb of the Stewards


 Pippin looks from the high parapet over the flaming city. He turns back to see Theoden leading a procession holding a flaming brand. Faramir is being borne on a stretcher.",The Return of the King
2537,DENETHOR,No tomb for Denethor and Faramir. No long slow sleep of death embalmed. We shall burn like the heathen Kings of old.  Bring wood and oil.,"Scene 41 ~ The Tomb of the Stewards


 Pippin looks from the high parapet over the flaming city. He turns back to see Theoden leading a procession holding a flaming brand. Faramir is being borne on a stretcher.",The Return of the King
2538,GANDALF,Steady! Steady!,Scene 42 ~ Breaking of the Gate of Gondor,The Return of the King
2539,GANDALF,You are soldiers of Gondor. No matter what comes through that gate you will stand your ground.,Scene 42 ~ Breaking of the Gate of Gondor,The Return of the King
2540,GANDALF,Volley!  Fire!,Scene 42 ~ Breaking of the Gate of Gondor,The Return of the King
2541,SAM,"Let him go, you filth! Let him go!",Scene 43 ~ The Choices of Master Samwise Gamgee,The Return of the King
