,character,text,scene,movie
0,GALADRIEL VOICE OVER,I amar prestar aen . Han mathon ne nen  Han mathon ne chae  A han noston ned gwilith  Much that once was is lost. For none now live who remember it.,Scene 1 ~ Prologue: One Ring to Rule Them All...,The Fellowship of the Ring
1,GALADRIEL VOICE OVER,It began with the forging of the Great Rings.,Scene 1 ~ Prologue: One Ring to Rule Them All...,The Fellowship of the Ring
2,GALADRIEL VOICE OVER,"Three were given to the elves.  Immortal, wisest and fairest of all beings.  Seven to the dwarf lords, great miners and craftsmen of the mountain halls.  And nine, nine rings were gifted to the race of men.  Who above all else, desire power. ",Scene 1 ~ Prologue: One Ring to Rule Them All...,The Fellowship of the Ring
3,GALADRIEL VOICE OVER,"For within these rings was bound the strength and will to govern each race.  But they were all of them deceived.  For another ring was made.  In the land of Mordor,  in the fires of Mount Doom  the dark Lord Sauron forged in secret a master Ring  to control all others and into this Ring he poured all his cruelty, his malice  and his will to dominate all life.  One Ring to rule them all.",Scene 1 ~ Prologue: One Ring to Rule Them All...,The Fellowship of the Ring
4,GALADRIEL VOICE OVER,One by one the free lands of Middle Earth fell to the power of the Ring. But there were some who resisted.  A last alliance of Elves and Men marched against the armies of Mordor. And on the slopes of Mount Doom they fought for the freedom of Middle Earth.,Scene 1 ~ Prologue: One Ring to Rule Them All...,The Fellowship of the Ring
5,ELROND,Tangado haid! ,Scene 1 ~ Prologue: One Ring to Rule Them All...,The Fellowship of the Ring
6,ELROND,Leithio i philinn! ,Scene 1 ~ Prologue: One Ring to Rule Them All...,The Fellowship of the Ring
7,GALADRIEL VOICE OVER,Victory was near.  But the power of the Ring  could not be undone.,Scene 1 ~ Prologue: One Ring to Rule Them All...,The Fellowship of the Ring
8,GALADRIEL VOICE OVER,"It was in this moment,  that Isildur, son of the King, took up his fathers sword.",Scene 1 ~ Prologue: One Ring to Rule Them All...,The Fellowship of the Ring
9,GALADRIEL VOICE OVER,"Sauron, the enemy of the Free Peoples of Middle Earth was defeated.  The Ring passed to Isildur.  Who had this one chance to destroy evil forever.  But the hearts of Men are easily corrupted.  And the Ring of Power has a will of its own.",Scene 1 ~ Prologue: One Ring to Rule Them All...,The Fellowship of the Ring
10,GALADRIEL VOICE OVER,"It betrayed Isildur  to his death.  And some things that should not have been forgotten were lost.  History became legend, legend became myth,  and for two and a half thousand years the Ring passed out of all knowledge.  Until, when chance came  It ensnared a new bearer. ",Scene 1 ~ Prologue: One Ring to Rule Them All...,The Fellowship of the Ring
11,GOLLUM,My Precious!,Scene 1 ~ Prologue: One Ring to Rule Them All...,The Fellowship of the Ring
12,GALADRIEL VOICE OVER,The Ring came to the creature Gollum who took it deep into the tunnels of the Misty Mountains.  And there it consumed him.,Scene 1 ~ Prologue: One Ring to Rule Them All...,The Fellowship of the Ring
13,GOLLUM,"It came to me, my own, my love, my own, my Precious.",Scene 1 ~ Prologue: One Ring to Rule Them All...,The Fellowship of the Ring
14,GALADRIEL VOICE OVER,"The Ring brought to Gollum unnatural long life. For five hundred years it poisoned his mind. And in the gloom of Gollums cave it waited.  Darkness crept back into the forests of the world. Rumour grew of a shadow in the East, whispers of a nameless fear.  And the Ring of Power perceived.  Its time had now come.  It abandoned Gollum.  But something happened then that the Ring did not intend, it was picked up by the most unlikely creature imaginable. ",Scene 1 ~ Prologue: One Ring to Rule Them All...,The Fellowship of the Ring
15,BILBO,Whats this?,Scene 1 ~ Prologue: One Ring to Rule Them All...,The Fellowship of the Ring
16,GALADRIEL VOICE OVER,A Hobbit. Bilbo Baggins of the Shire. ,Scene 1 ~ Prologue: One Ring to Rule Them All...,The Fellowship of the Ring
17,BILBO,A Ring! .,Scene 1 ~ Prologue: One Ring to Rule Them All...,The Fellowship of the Ring
18,GOLLUM, Lost!  My Precious is lost.,Scene 1 ~ Prologue: One Ring to Rule Them All...,The Fellowship of the Ring
19,GALADRIEL,For the time will soon come when Hobbits will shape the fortunes of all.,Scene 1 ~ Prologue: One Ring to Rule Them All...,The Fellowship of the Ring
20,BILBO,"The 22nd day of September in the year 1400  by Shire reckoning.  Bag End, Bagshot Row, Hobbiton, West Farthing, The Shire, Middle Earth.  The Third Age of this world.",Scene 2 ~ Concerning Hobbits,The Fellowship of the Ring
21,BILBO,"There and back again, A Hobbits tale, by Bilbo Baggins.  Now, where to begin? Ah, yes.  Concerning Hobbits. ",Scene 2 ~ Concerning Hobbits,The Fellowship of the Ring
22,BILBO VOICEOVER,"Hobbits have been living and farming in the four Farthings of the Shire for many hundreds of years.  quite content to ignore and be ignored by the world of the Big Folk.  Middle Earth being, after all, full of strange creatures beyond count. Hobbits must seem of little importance, being neither renowned as great warriors, nor counted amongst the very wise. ",Scene 2 ~ Concerning Hobbits,The Fellowship of the Ring
23,BILBO," Frodo, someone at the door.  In fact, it has been remarked by some that Hobbits only real passion is for food.  A rather unfair observation  As we have also developed a keen interest in the brewing of ales  and the smoking of pipeweed.  But where our hearts truly lie  is in peace and quiet  and good tilled earth.  For all Hobbits share a love of all things that grow.  And yes, no doubt to others, our ways seem quaint  But today of all days, it is brought home to me it is no bad thing to celebrate a simple life. ",Scene 2 ~ Concerning Hobbits,The Fellowship of the Ring
24,BILBO,"Frodo, the door!  sticklebacks, where is that boy! FRODO! ",Scene 2 ~ Concerning Hobbits,The Fellowship of the Ring
25,GANDALF,"Hmm hmm hmm hmm, Down from the door where it began, hmm hmm hmm hmm",Scene 3 ~ The Shire,The Fellowship of the Ring
26,GANDALF,"And I must follow if I can.  The road goes ever on and on, down from the door where it began, now far ahead the road has gone, and I must follow if I can.",Scene 3 ~ The Shire,The Fellowship of the Ring
27,FRODO,Youre late!,Scene 3 ~ The Shire,The Fellowship of the Ring
28,GANDALF,"A wizard is never late! Frodo Baggins.  Nor is he early, he arrives precisely when he means to.",Scene 3 ~ The Shire,The Fellowship of the Ring
29,FRODO,Its wonderful to see you Gandalf. ,Scene 3 ~ The Shire,The Fellowship of the Ring
30,GANDALF,You didnt think Id miss your Uncle Bilbos birthday? ,Scene 3 ~ The Shire,The Fellowship of the Ring
31,GANDALF,So how is the old rascal? I hear it is going to be a party of special significance?,Scene 3 ~ The Shire,The Fellowship of the Ring
32,FRODO,You know Bilbo hes got the whole place in an uproar.,Scene 3 ~ The Shire,The Fellowship of the Ring
33,GANDALF,Well that should please him. ,Scene 3 ~ The Shire,The Fellowship of the Ring
34,FRODO,Half the Shires been invited.  And the rest of them are turning up anyway. ,Scene 3 ~ The Shire,The Fellowship of the Ring
35,BILBO VOICEOVER,"And so life in the Shire goes on, very much as it has this past age.  Full of its own comings and goings with change coming slowly, if it comes at all.  For things are made to endure in the Shire, passing from one generation to the next. Theres always been a Baggins living here under the Hill, in Bag End ",Scene 3 ~ The Shire,The Fellowship of the Ring
36,BILBO,And there always will be.,Scene 3 ~ The Shire,The Fellowship of the Ring
37,FRODO,"To tell you the truth, Bilbo has been acting a bit odd lately.  I mean, more than usual. Hes taken to locking himself in his study.  He spends hours and hours poring over old maps when he thinks Im not looking.",Scene 3 ~ The Shire,The Fellowship of the Ring
38,BILBO,Wheres it gone?,Scene 3 ~ The Shire,The Fellowship of the Ring
39,BILBO,Aaaaah. ,Scene 3 ~ The Shire,The Fellowship of the Ring
40,FRODO,"Hes up to something.  All right then, keep your secrets!",Scene 3 ~ The Shire,The Fellowship of the Ring
41,GANDALF,What? ,Scene 3 ~ The Shire,The Fellowship of the Ring
42,FRODO,But I know you have something to do with it.,Scene 3 ~ The Shire,The Fellowship of the Ring
43,GANDALF,Good gracious me!,Scene 3 ~ The Shire,The Fellowship of the Ring
44,FRODO,Before you came along we Bagginses were very well thought of.,Scene 3 ~ The Shire,The Fellowship of the Ring
45,GANDALF,Indeed?,Scene 3 ~ The Shire,The Fellowship of the Ring
46,FRODO,"We never had any adventures, or did anything unexpected.",Scene 3 ~ The Shire,The Fellowship of the Ring
47,GANDALF,"If youre referring to the incident with the dragon, I was barely involved. All I did was give your uncle a little nudge out of the door.",Scene 3 ~ The Shire,The Fellowship of the Ring
48,FRODO,"Whatever you did, youve been officially labelled as a disturber of the peace.",Scene 3 ~ The Shire,The Fellowship of the Ring
49,GANDALF,Oh really?,Scene 3 ~ The Shire,The Fellowship of the Ring
50,CHILDREN HOBBITS,Gandalf! Gandalf!,Scene 3 ~ The Shire,The Fellowship of the Ring
51,CHILDREN HOBBITS,Fireworks Gandalf! Gandalf! Fireworks Gandalf!,Scene 3 ~ The Shire,The Fellowship of the Ring
52,CHILDREN HOBBITS,Hooooraaaay! ,Scene 3 ~ The Shire,The Fellowship of the Ring
53,FRODO,"Gandalf, Im glad youre back.",Scene 3 ~ The Shire,The Fellowship of the Ring
54,GANDALF,So am I dear boy.  So am I.,Scene 3 ~ The Shire,The Fellowship of the Ring
55,BILBO," No thank you! We dont want any more visitors, well wishers or distant relations! ",Scene 4 ~ Very Old Friends,The Fellowship of the Ring
56,GANDALF,And what about very old friends?,Scene 4 ~ Very Old Friends,The Fellowship of the Ring
57,BILBO,Gandalf?,Scene 4 ~ Very Old Friends,The Fellowship of the Ring
58,GANDALF,Bilbo Baggins. ,Scene 4 ~ Very Old Friends,The Fellowship of the Ring
59,BILBO,My dear Gandalf! ,Scene 4 ~ Very Old Friends,The Fellowship of the Ring
60,GANDALF,Its good to see you. One hundred and eleven years old who would believe it.  You havent aged a day! ,Scene 4 ~ Very Old Friends,The Fellowship of the Ring
61,BILBO,"Come on, come in! Welcome, welcome. Oh, here we are.",Scene 4 ~ Very Old Friends,The Fellowship of the Ring
62,BILBO,"Tea or maybe something a little stronger? Ive got a few bottles of the Old Winyard left, 1296, a very good year, almost as old as I am.",Scene 4 ~ Very Old Friends,The Fellowship of the Ring
63,BILBO,"It was laid down by my father, what say we open one eh?",Scene 4 ~ Very Old Friends,The Fellowship of the Ring
64,GANDALF,"Just tea, thank you.",Scene 4 ~ Very Old Friends,The Fellowship of the Ring
65,GANDALF,Owwwh! ,Scene 4 ~ Very Old Friends,The Fellowship of the Ring
66,BILBO,I was expecting you sometime last week. Not that it matters; you come and go as you please. Always have done and always will.,Scene 4 ~ Very Old Friends,The Fellowship of the Ring
67,BILBO,"Youve caught me a bit unprepared Im afraid urm weve only got cold chicken and a bit of pickle oh and theres some cheese here, oh no that wont do! Urm weve got raspberry jam, an apple tart  but weve not much for afters. Oh no were all right, Ive found some sponge cake!  I can make you some eggs if you oh . Gandalf? ",Scene 4 ~ Very Old Friends,The Fellowship of the Ring
68,GANDALF,"Just tea, thank you.",Scene 4 ~ Very Old Friends,The Fellowship of the Ring
69,BILBO,"Oh right.  You dont mind if I do, do you? ",Scene 4 ~ Very Old Friends,The Fellowship of the Ring
70,GANDALF,Oh not at all!,Scene 4 ~ Very Old Friends,The Fellowship of the Ring
71,VOICE,Bilbo! Bilbo Baggins! ,Scene 4 ~ Very Old Friends,The Fellowship of the Ring
72,BILBO, Im not at home!  Its the Sackville-Bagginses.,Scene 4 ~ Very Old Friends,The Fellowship of the Ring
73,VOICE,I know youre in there!,Scene 4 ~ Very Old Friends,The Fellowship of the Ring
74,BILBO,"Theyre after the house!  Theyve never forgiven me for living this long. Ive got to get away from these confounded relatives hanging on the bell all day, never giving me a moments peace.  I want to see mountains again, mountains Gandalf.  And then find somewhere quiet where I can finish my book. Oh, tea! ",Scene 4 ~ Very Old Friends,The Fellowship of the Ring
75,GANDALF,So you mean to go through with your plan then?,Scene 4 ~ Very Old Friends,The Fellowship of the Ring
76,BILBO,"Yes, yes, its all in hand. All the arrangements are made.  Oh, thank you.",Scene 4 ~ Very Old Friends,The Fellowship of the Ring
77,GANDALF,Frodo suspects something.,Scene 4 ~ Very Old Friends,The Fellowship of the Ring
78,BILBO,"Of course he does, hes a Baggins, not some blockheaded Bracegirdle from Hardbottle. ",Scene 4 ~ Very Old Friends,The Fellowship of the Ring
79,GANDALF,You will tell him wont you?,Scene 4 ~ Very Old Friends,The Fellowship of the Ring
80,BILBO,"Yes, yes.",Scene 4 ~ Very Old Friends,The Fellowship of the Ring
81,GANDALF,Hes very fond of you.,Scene 4 ~ Very Old Friends,The Fellowship of the Ring
82,BILBO,"I know, hed probably come with me if I asked him to. I think in his heart Frodos still in love with the Shire, the woods, the fields and the little rivers. I am old Gandalf. I know I dont look it, but Im beginning to feel it in my heart.  I feel thin, sort of stretched like butter scraped over too much bread. I need a holiday, a very long holiday. And I dont expect that I shall return. In fact, I mean not to.",Scene 4 ~ Very Old Friends,The Fellowship of the Ring
83,BILBO,"Old Toby, the finest weed in the Southfarthing.",Scene 4 ~ Very Old Friends,The Fellowship of the Ring
84,BILBO,"Gandalf my old friend, this will be a night to remember.",Scene 4 ~ Very Old Friends,The Fellowship of the Ring
85,BILBO,"Hello, Hello, Fatty Bolger  Lovely to see you, Welcome, Welcome",Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
86,FRODO," Go on Sam, ask Rosie for a dance.",Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
87,SAM," Ah, I think I'll just have another ale. ",Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
88,FRODO,Oh no you dont  Go on ,Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
89,BILBO, So there I was at the mercy of three monstrous trolls and they were all arguing amongst themselves about how they were going to cook us. Whether it be turned on a spit or whether they should sit on us one by one and squash us into jelly.  They spent so much time arguing the witherto's and whyfor's that the sun's first light cracked open over the top of the trees. Poof!  and turned them all into stone!,Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
90,MERRY,Quickly ,Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
91,MERRY,"No no! the big one, big one!",Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
92,BILBO,"Mrs Bracegirdle, how nice to see you. Welcome welcome. Are all these children yours ?",Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
93,MRS BRACEGIRDLE,Yeah,Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
94,BILBO,Good gracious you have been productive!,Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
95,BILBO, Sackville-Bagginses!  Quickly! Hide!,Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
96,BILBO,"Oh! Thankyou my boy You're a good lad Frodo. I'm very selfish you know.  Yes, I am. Very selfish. I don't know why I took you in after your mother and father died, but it wasn't out of charity. I think it was because, of all my numerous relations, you were the one Baggins that showed real spirit.",Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
97,FRODO,Bilbo have you been at the Gaffers homebrew ?,Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
98,BILBO,"No. Well yes, b b b but thats not the point. The point is, Frodo,  You'll be alright. ",Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
99,PIPPIN,Done!,Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
100,MERRY,You're supposed to stick it in the ground ,Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
101,PIPPIN,It is in the ground ,Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
102,MERRY,Outside ,Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
103,PIPPIN,It was your idea!,Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
104,FRODO,Bilbo! Bilbo! Watch out for the dragon ,Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
105,BILBO," Dragon! Nonsense, there hasn't been a dragon in these parts for a thousand years. ",Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
106,MERRY,That was good!,Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
107,PIPPIN,Lets get another one!,Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
108,GANDALF,Meriadoc Brandybuck and Peregrin Took! I might have known!,Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
109,CROWD,Speech Bilbo ,Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
110,FRODO,Speech!,Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
111,BILBO,"My dear Bagginses and Boffins,  Tooks and Brandybucks , Grubbs , Chubbs , Hornblowers , Bulgers , Bracegirdles , and Proudfoots",Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
112,PROUDFOOT HOBBIT, PROUDFEET! ,Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
113,BILBO,Today is my One Hundred and Eleventh birthday! ,Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
114,HOBBIT,Happy Birthday!,Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
115,BILBO,"Alas, elevnty-one years is far too short a time to live among such excellent and admirable hobbits.  I don't know half of you half as well as I should like and I like less than half of you, half as well as you deserve.  I, er,  I have things to do   I've put this off for far too long.  I regret to announce This is the End. I'm going now. I bid you all a very fond farewell.  Goodbye ",Scene 5 ~ A Long-expected Party,The Fellowship of the Ring
116,GANDALF, I suppose you think  that was terribly clever.,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
117,BILBO,Come on Gandalf. Did you see their faces! ,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
118,GANDALF,There are many magic rings in this world Bilbo Baggins and none of them should be used lightly,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
119,BILBO," It was just a bit of fun! Oh, you're probably right as usual!  You will keep an eye on Frodo won't you ?",Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
120,GANDALF,Two eyes.,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
121,BILBO,Thanks,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
122,GANDALF,As often as I can spare.,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
123,BILBO,I'm leaving everything to him.,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
124,GANDALF,What about this ring of yours ? Is that staying too ?,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
125,BILBO,"Yes, yes. Its in an envelope over there on the mantlepiece. ",Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
126,BILBO,"No! Wait.... it's... here in my pocket. Ha!  Isn't that Isn't that odd now. Yet after all why not, Why shouldn't I keep it.",Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
127,GANDALF,I think you should leave the ring behind Bilbo. Is that so hard ?,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
128,BILBO," Well no ...... and ... yes..   Now it comes to it, I don't feel like parting with it. It's mine, I found it! It came to ME!",Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
129,GANDALF,There's no need to get angry,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
130,BILBO,Well if I'm angry it's your fault! It's mine  My only.... My Precious,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
131,GANDALF,Precious ? It's been called that before. Not by you!,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
132,BILBO,OH! What business is it of yours what I do with my own things!,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
133,GANDALF,I think you've had that ring quite long enough.,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
134,BILBO, You want it for yourself!,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
135,GANDALF, BILBO BAGGINS!  Do not take me for some conjuror of cheap tricks!  I am not trying to rob you!  I'm trying to help you.,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
136,GANDALF, All your long years we've been friends. Trust me as you once did. Let it go,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
137,BILBO,"You're right Gandalf. The ring must go to Frodo  It's late, the road is long  Yes, it is time. ",Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
138,GANDALF,Bilbo! The ring is still in your pocket.,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
139,BILBO, oh! yes..  ,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
140,GANDALF,and I'm sure you will my dear friend.,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
141,BILBO,Goodbye Gandalf. ,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
142,GANDALF,Goodbye. Dear Bilbo,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
143,BILBO,"""the road goes ever on and on Down from the door where it began..""",Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
144,GANDALF,Until our next meeting.,Scene 6 ~ Farewell Dear Bilbo,The Fellowship of the Ring
145,BILBO'S VOICE,"It's mine. My own, My precious","Scene 7 ~ Keep It Secret, Keep It Safe",The Fellowship of the Ring
146,GANDALF,Riddles in the dark,"Scene 7 ~ Keep It Secret, Keep It Safe",The Fellowship of the Ring
147,FRODO, Bilbo!  Bilbo! ,"Scene 7 ~ Keep It Secret, Keep It Safe",The Fellowship of the Ring
148,GANDALF, My Precious.,"Scene 7 ~ Keep It Secret, Keep It Safe",The Fellowship of the Ring
149,FRODO, He's gone hasn't he  He talked for so long about leaving.  I didn't think he'd really do it. Gandalf ? ,"Scene 7 ~ Keep It Secret, Keep It Safe",The Fellowship of the Ring
150,GANDALF, Hmm.  Bilbo's Ring.,"Scene 7 ~ Keep It Secret, Keep It Safe",The Fellowship of the Ring
151,FRODO,Where are you going ?,"Scene 7 ~ Keep It Secret, Keep It Safe",The Fellowship of the Ring
152,GANDALF,I have some things I have to attend to.,"Scene 7 ~ Keep It Secret, Keep It Safe",The Fellowship of the Ring
153,FRODO,What things ?,"Scene 7 ~ Keep It Secret, Keep It Safe",The Fellowship of the Ring
154,GANDALF,Questions  Questions that need answering.,"Scene 7 ~ Keep It Secret, Keep It Safe",The Fellowship of the Ring
155,FRODO,You've only just arrived!  I don't understand.,"Scene 7 ~ Keep It Secret, Keep It Safe",The Fellowship of the Ring
156,GANDALF, Neither do I.  Keep it Secret. Keep it Safe. ,"Scene 7 ~ Keep It Secret, Keep It Safe",The Fellowship of the Ring
157,GOLLUM VOICE,Murder! Shire! Baggins!,Scene 8 ~ The Account of Isildur,The Fellowship of the Ring
158,GANDALF READING ,"The year 3434 of the Second Age. Here follows the account of Isildur, the High King of Gondor, and the finding of the Ring of Power.  It has come to me, the One Ring, and it shall be an heirloom of my Kingdom  All those who follow in my bloodline shall be bound to its fate  for I shall risk no hurt to the Ring. It is precious to me. Though I buy it with a great pain  The markings upon the band begin to fade  The writing, which at first was as clear as red flame, has all but disappeared  A secret now that only fire can tell. ",Scene 8 ~ The Account of Isildur,The Fellowship of the Ring
159,BLACK RIDER,SSsHirrre! Bagginssss!,Scene 8 ~ The Account of Isildur,The Fellowship of the Ring
160,HOBBIT,There's no Bagginses round here. They're up in Hobbiton.  That way! ,Scene 8 ~ The Account of Isildur,The Fellowship of the Ring
161,MERRY AND PIPPIN,"Hey ho, to the bottle I go! To heal my heart and drown my woe. Rain may fall and wind may blow. But there still be  many miles to go! Sweet is the sound of the pouring rain, and the stream that falls from hill to plain. Better than rain or rippling brook",Scene 9 ~ At the Green Dragon,The Fellowship of the Ring
162,PIPPIN, There's a mug of beer inside this Took! ,Scene 9 ~ At the Green Dragon,The Fellowship of the Ring
163,GAFFER,"There's been some strange folk crossing the Shire. Dwarves, others of a less than savoury nature",Scene 9 ~ At the Green Dragon,The Fellowship of the Ring
164,NOAKES, War's brewing.  The mountains are fair teeming with goblins.,Scene 9 ~ At the Green Dragon,The Fellowship of the Ring
165,SANDYMAN,Children's stories that's all that is. You're beginning to sound like that old Bilbo Baggins! Cracked he was!,Scene 9 ~ At the Green Dragon,The Fellowship of the Ring
166,GAFFER," Young Mr Frodo here, he's cracking!",Scene 9 ~ At the Green Dragon,The Fellowship of the Ring
167,FRODO, and proud of it! Cheers Gaffer! ,Scene 9 ~ At the Green Dragon,The Fellowship of the Ring
168,GAFFER,Cheers,Scene 9 ~ At the Green Dragon,The Fellowship of the Ring
169,SANDYMAN,Well it's none of our concern what goes on beyond our borders. Keep your nose out of trouble and no trouble will come to you. ,Scene 9 ~ At the Green Dragon,The Fellowship of the Ring
170,ROSIE, Good Night lads,Scene 9 ~ At the Green Dragon,The Fellowship of the Ring
171,HOBBIT," Good night, sweet maiden of the golden ale!",Scene 9 ~ At the Green Dragon,The Fellowship of the Ring
172,SAM,Oi Mind who you're sweet talking!,Scene 9 ~ At the Green Dragon,The Fellowship of the Ring
173,FRODO,"Don't worry Sam, Rosie knows an idiot when she sees one!",Scene 9 ~ At the Green Dragon,The Fellowship of the Ring
174,SAM, Does she ?,Scene 9 ~ At the Green Dragon,The Fellowship of the Ring
175,FRODO, Good Night Sam ,Scene 9 ~ At the Green Dragon,The Fellowship of the Ring
176,GANDALF,Is it secret ? Is it safe ?,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
177,FRODO,Ha!  What are you doing!,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
178,GANDALF, Hold out your hand Frodo. Its quite cool.  What can you see ?  Can you see anything ?,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
179,FRODO, Nothing. There's nothing  Wait. There are markings  Its some form of Elvish. I can't read it,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
180,GANDALF,"There are few who can. The language is that of Mordor, which I will not utter here.",Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
181,FRODO,Mordor!,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
182,GANDALF,In the common tongue it saysOne Ring to Rule Them All One Ring to find them One Ring to bring them all and in the darkness bind them!,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
183,GANDALF, This is the One Ring.  Forged by the Dark Lord Sauron in the fires of Mount Doom. Taken by Isildur from the hand of Sauron himself.,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
184,FRODO,Bilbo found it. In Gollum's Cave,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
185,GANDALF,"Yes, for sixty years the Ring lay quiet in Bilbo's keeping prolonging his life. Delaying old age. But no longer Frodo. Evil is stirring in Mordor. The Ring has awoken. Its heard its master's call.",Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
186,FRODO,But he was destroyed. Sauron was destroyed ,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
187,GANDALF,"No Frodo. The spirit of Sauron endured. His life force is bound to the Ring and the Ring survived. Sauron has returned. His orcs have multiplied. His fortress at Barad-Dûr is rebuilt in the land of Mordor. Sauron needs only this Ring to cover all the lands of a second darkness. He is seeking it, seeking it. All his thought is bent on it. The Ring yearns above all else to return to the hand of its master. They are one, the Ring and the Dark Lord. Frodo, he must never find it",Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
188,FRODO, Alright.  We put it away.  We must never speak of it again. No one knows its here. Do they ? ,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
189,GANDALF,There is one other who knew Bilbo had the Ring. I looked everywhere for the creature Gollum but the enemy found him first.  Admist the endless screams and inane babble they discerned two words.,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
190,GOLLUM'S VOICE,Shire! Baggins!,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
191,FRODO,Shire! Baggins! But that will lead them here!,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
192,HOBBIT,Who goes there ? ,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
193,FRODO,Take it Gandalf! ,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
194,GANDALF,No Frodo.,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
195,FRODO,You must take it!,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
196,GANDALF,You cannot offer me this Ring,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
197,FRODO,I'm giving it to you,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
